client_id,age,gender,region,income_level,segment,device_type,tech_usage
1966,64,Female,Sfax,Medium,Student,Feature Phone,4G
1967,33,Female,Monastir,Medium,Student,Android,4G
1968,54,Female,Monastir,Medium,Unemployed,Android,4G
1969,37,Female,Monastir,High,Retired,Android,3G
1970,23,Female,Tunis,Medium,Unemployed,iOS,3G
1971,36,Female,Nabeul,Medium,Student,Android,4G
1972,22,Male,Monastir,Medium,Retired,Android,4G
1973,20,Male,Gabes,High,Student,Android,4G
1974,18,Female,Bizerte,Medium,Professional,Feature Phone,4G
1975,55,Female,Kairouan,Low,Student,iOS,3G
1976,32,Male,Kairouan,Low,Student,Android,4G
1977,51,Male,Sousse,Medium,Professional,iOS,5G
1978,52,Male,Bizerte,High,Unemployed,Android,5G
1979,66,Male,Sfax,Low,Retired,Android,4G
1980,42,Female,Bizerte,Low,Student,Android,5G
1981,41,Female,Tunis,High,Student,iOS,5G
1982,29,Male,Sousse,High,Professional,Android,3G
1983,35,Male,Sousse,Low,Retired,iOS,4G
1984,32,Male,Tunis,Low,Professional,Android,3G
1985,61,Male,Bizerte,Medium,Student,iOS,4G
1986,33,Female,Monastir,Low,Unemployed,Android,4G
1987,44,Male,Tunis,High,Unemployed,Android,3G
1988,25,Male,Monastir,Low,Retired,Android,5G
1989,63,Male,Gabes,Low,Student,Android,4G
1990,42,Female,Tunis,Low,Professional,Android,4G
1991,34,Female,Monastir,Low,Student,Android,3G
1992,46,Female,Bizerte,Low,Professional,Feature Phone,3G
1993,25,Male,Monastir,Low,Professional,Android,4G
1994,32,Male,Tunis,Medium,Retired,Android,5G
1995,44,Male,Sfax,Low,Professional,Android,5G
1996,63,Female,Kairouan,High,Retired,Android,4G
1997,67,Female,Tunis,Low,Unemployed,Android,4G
1998,69,Male,Kairouan,Medium,Retired,iOS,3G
1999,24,Male,Tunis,Low,Retired,Android,5G
2000,20,Female,Bizerte,Low,Retired,iOS,3G
2001,46,Male,Gabes,Medium,Unemployed,Android,4G
2002,61,Male,Gabes,Medium,Retired,Feature Phone,4G
2003,41,Male,Kairouan,Medium,Professional,Android,4G
2004,20,Female,Nabeul,Medium,Professional,Android,4G
2005,37,Male,Nabeul,Medium,Retired,Android,5G
2006,63,Male,Bizerte,Medium,Professional,Feature Phone,5G
2007,32,Male,Monastir,High,Retired,iOS,5G
2008,42,Male,Bizerte,Medium,Unemployed,Android,4G
2009,47,Female,Nabeul,High,Professional,Android,3G
2010,31,Female,Bizerte,High,Retired,Feature Phone,5G
2011,24,Female,Sfax,Low,Student,Android,3G
2012,34,Male,Sousse,Low,Unemployed,Android,4G
2013,61,Female,Nabeul,Medium,Student,iOS,4G
2014,37,Male,Nabeul,Medium,Retired,iOS,4G
2015,53,Female,Tunis,Medium,Professional,iOS,4G
2016,26,Male,Bizerte,Medium,Retired,Feature Phone,5G
2017,55,Female,Bizerte,Low,Professional,Android,5G
2018,65,Female,Bizerte,Low,Retired,Android,4G
2019,39,Female,Gabes,Low,Retired,iOS,3G
2020,19,Male,Bizerte,Medium,Professional,iOS,4G
2021,41,Male,Nabeul,Medium,Professional,iOS,4G
2022,25,Male,Tunis,Low,Retired,Feature Phone,5G
2023,28,Female,Monastir,Medium,Student,Android,3G
2024,30,Male,Monastir,Low,Unemployed,Android,3G
2025,34,Male,Bizerte,Low,Student,Android,4G
2026,25,Male,Tunis,Medium,Student,iOS,4G
2027,38,Male,Sfax,Low,Student,Android,4G
2028,35,Male,Monastir,Medium,Student,iOS,4G
2029,47,Male,Nabeul,High,Professional,Android,4G
2030,35,Female,Sousse,High,Student,Android,4G
2031,63,Female,Gabes,Low,Unemployed,Android,4G
2032,64,Male,Tunis,Medium,Professional,iOS,5G
2033,48,Female,Monastir,Medium,Student,Android,3G
2034,55,Female,Monastir,Medium,Professional,iOS,4G
2035,49,Male,Kairouan,Medium,Student,Android,4G
2036,28,Male,Sfax,Low,Student,Android,3G
2037,62,Female,Sousse,Low,Unemployed,Android,5G
2038,42,Male,Sousse,Medium,Professional,iOS,4G
2039,50,Female,Sousse,Medium,Professional,Android,3G
2040,55,Female,Nabeul,Low,Retired,Feature Phone,5G
2041,58,Female,Tunis,Low,Student,Android,4G
2042,25,Male,Sfax,Medium,Student,Android,4G
2043,28,Female,Bizerte,Low,Unemployed,Android,5G
2044,39,Male,Kairouan,Low,Unemployed,Android,5G
2045,68,Male,Sfax,Low,Professional,Android,4G
2046,41,Male,Sfax,Low,Unemployed,Android,4G
2047,58,Male,Monastir,Medium,Professional,iOS,4G
2048,34,Male,Sfax,Low,Student,Android,4G
2049,29,Female,Tunis,Low,Student,Android,5G
2050,63,Male,Kairouan,Low,Professional,Android,3G
2051,49,Male,Tunis,Low,Unemployed,Android,3G
2052,32,Male,Kairouan,Medium,Unemployed,Android,5G
2053,33,Male,Kairouan,Low,Professional,Feature Phone,4G
2054,39,Male,Monastir,Medium,Student,iOS,4G
2055,45,Female,Tunis,Low,Professional,iOS,3G
2056,37,Male,Kairouan,Low,Unemployed,Android,4G
2057,50,Male,Sfax,Low,Professional,Android,5G
2058,27,Female,Tunis,Low,Student,Android,5G
2059,57,Male,Kairouan,Medium,Retired,Android,4G
2060,49,Female,Nabeul,Medium,Professional,Android,5G
2061,67,Female,Sousse,High,Retired,Android,4G
2062,50,Female,Tunis,Low,Professional,iOS,5G
2063,19,Female,Monastir,Low,Unemployed,Feature Phone,4G
2064,50,Male,Nabeul,Low,Unemployed,Android,5G
2065,50,Male,Nabeul,Medium,Retired,iOS,4G
2066,58,Female,Gabes,Low,Professional,iOS,3G
2067,30,Female,Tunis,Medium,Unemployed,Android,5G
2068,47,Male,Nabeul,Low,Retired,Feature Phone,4G
2069,50,Female,Tunis,Low,Retired,Android,5G
2070,30,Female,Tunis,High,Professional,iOS,3G
2071,69,Female,Kairouan,Medium,Unemployed,Android,3G
2072,43,Male,Tunis,Medium,Retired,Android,5G
2073,39,Female,Gabes,Medium,Student,Android,4G
2074,56,Male,Bizerte,Medium,Student,iOS,4G
2075,19,Male,Tunis,Low,Unemployed,Android,3G
2076,55,Male,Sousse,Medium,Unemployed,Android,4G
2077,56,Female,Gabes,Low,Student,Android,4G
2078,43,Female,Bizerte,Medium,Retired,Android,4G
2079,63,Male,Kairouan,Medium,Professional,iOS,4G
2080,67,Male,Tunis,Medium,Retired,iOS,4G
2081,32,Male,Bizerte,Medium,Unemployed,iOS,5G
2082,51,Female,Sousse,Medium,Unemployed,iOS,4G
2083,59,Female,Gabes,Low,Professional,Feature Phone,4G
2084,61,Male,Gabes,Low,Retired,iOS,4G
2085,66,Male,Kairouan,Low,Professional,Feature Phone,4G
2086,57,Female,Kairouan,Medium,Retired,Android,4G
2087,28,Male,Kairouan,High,Retired,Android,4G
2088,20,Female,Bizerte,Low,Student,Feature Phone,5G
2089,23,Female,Tunis,Low,Retired,iOS,5G
2090,26,Male,Sfax,Medium,Unemployed,iOS,4G
2091,23,Male,Nabeul,High,Unemployed,Android,4G
2092,26,Female,Gabes,Medium,Unemployed,iOS,4G
2093,56,Female,Sfax,Low,Student,iOS,4G
2094,48,Female,Monastir,High,Professional,Android,5G
2095,49,Female,Gabes,High,Unemployed,Android,4G
2096,58,Female,Nabeul,Low,Unemployed,Android,3G
2097,67,Male,Kairouan,High,Professional,Feature Phone,4G
2098,29,Female,Nabeul,Medium,Student,iOS,4G
2099,25,Female,Tunis,Low,Retired,Feature Phone,3G
2100,25,Female,Tunis,Medium,Professional,Android,3G
2101,67,Male,Gabes,High,Retired,Feature Phone,4G
2102,45,Male,Bizerte,Medium,Retired,Android,4G
2103,37,Female,Monastir,Low,Retired,Android,5G
2104,64,Female,Nabeul,High,Professional,Android,3G
2105,24,Male,Kairouan,Low,Professional,Feature Phone,3G
2106,28,Male,Tunis,Medium,Retired,Android,3G
2107,37,Male,Monastir,Medium,Student,Android,4G
2108,33,Male,Monastir,Low,Student,Android,4G
2109,21,Female,Tunis,Low,Student,Android,5G
2110,23,Male,Sousse,High,Unemployed,iOS,4G
2111,39,Female,Nabeul,Medium,Retired,Android,5G
2112,43,Female,Monastir,Medium,Unemployed,iOS,3G
2113,20,Male,Tunis,Medium,Student,Feature Phone,3G
2114,58,Male,Sousse,Medium,Professional,Android,3G
2115,59,Male,Tunis,Medium,Student,iOS,4G
2116,31,Male,Tunis,Low,Unemployed,Android,4G
2117,28,Female,Monastir,Low,Unemployed,Feature Phone,4G
2118,35,Female,Bizerte,High,Student,Android,3G
2119,29,Female,Bizerte,Medium,Retired,iOS,3G
2120,40,Male,Kairouan,Low,Professional,iOS,4G
2121,29,Female,Nabeul,High,Professional,Android,4G
2122,30,Male,Tunis,Medium,Student,Android,5G
2123,42,Female,Nabeul,Low,Retired,Android,5G
2124,62,Male,Kairouan,High,Retired,Android,3G
2125,68,Female,Kairouan,Medium,Student,Android,5G
2126,36,Female,Kairouan,Low,Professional,Feature Phone,4G
2127,63,Male,Kairouan,Low,Professional,Android,4G
2128,53,Female,Gabes,Medium,Professional,Android,3G
2129,62,Female,Monastir,Medium,Retired,Android,4G
2130,25,Male,Monastir,Low,Student,Android,3G
2131,46,Male,Gabes,Low,Retired,Android,4G
2132,49,Male,Tunis,Low,Professional,Feature Phone,3G
2133,68,Male,Gabes,Medium,Retired,iOS,4G
2134,61,Male,Tunis,Low,Professional,Android,4G
2135,35,Female,Bizerte,Low,Student,Android,5G
2136,23,Male,Monastir,Medium,Professional,Android,4G
2137,35,Female,Sfax,Medium,Unemployed,iOS,5G
2138,36,Female,Sousse,Medium,Unemployed,iOS,4G
2139,39,Male,Monastir,Low,Student,iOS,4G
2140,54,Female,Gabes,Medium,Retired,Android,4G
2141,49,Female,Gabes,Low,Retired,Feature Phone,4G
2142,58,Male,Bizerte,High,Retired,Android,4G
2143,20,Female,Gabes,Medium,Professional,Android,4G
2144,45,Male,Tunis,Low,Unemployed,Feature Phone,4G
2145,27,Male,Tunis,Low,Student,Android,3G
2146,68,Male,Sfax,Medium,Retired,Android,4G
2147,52,Female,Sfax,Medium,Retired,Android,3G
2148,46,Female,Monastir,Medium,Student,Android,3G
2149,32,Female,Sfax,High,Professional,Android,4G
2150,50,Female,Tunis,Medium,Retired,Android,4G
2151,24,Male,Nabeul,Medium,Professional,Android,3G
2152,29,Female,Kairouan,High,Professional,iOS,4G
2153,66,Male,Kairouan,Medium,Professional,Android,4G
2154,47,Female,Sfax,Medium,Retired,iOS,3G
2155,38,Female,Sfax,High,Retired,Android,4G
2156,48,Female,Tunis,Low,Student,Android,4G
2157,41,Female,Bizerte,Low,Student,Android,4G
2158,37,Female,Monastir,High,Professional,iOS,4G
2159,54,Male,Gabes,Medium,Retired,iOS,4G
2160,21,Female,Monastir,High,Professional,Android,5G
2161,45,Female,Sousse,Low,Student,iOS,5G
2162,61,Female,Kairouan,Medium,Professional,iOS,4G
2163,37,Female,Nabeul,Low,Unemployed,Android,3G
2164,41,Male,Kairouan,Medium,Professional,iOS,3G
2165,67,Female,Tunis,Low,Retired,Android,4G
2166,66,Male,Monastir,Low,Professional,Android,4G
2167,68,Female,Nabeul,Low,Professional,Android,5G
2168,49,Male,Tunis,Medium,Retired,Feature Phone,4G
2169,58,Male,Sousse,Low,Unemployed,Android,4G
2170,53,Male,Nabeul,Low,Retired,Feature Phone,4G
2171,51,Male,Monastir,Low,Student,iOS,4G
2172,53,Male,Nabeul,Low,Unemployed,Android,4G
2173,19,Female,Sousse,High,Unemployed,Android,5G
2174,32,Male,Sfax,Low,Retired,iOS,4G
2175,51,Female,Monastir,Low,Professional,Android,5G
2176,53,Male,Sousse,High,Student,Android,4G
2177,23,Male,Gabes,Medium,Student,iOS,4G
2178,56,Female,Gabes,Medium,Unemployed,iOS,3G
2179,59,Male,Kairouan,Medium,Student,iOS,4G
2180,68,Male,Gabes,High,Unemployed,Android,4G
2181,68,Male,Monastir,Low,Unemployed,Android,4G
2182,29,Male,Gabes,High,Student,Feature Phone,3G
2183,20,Female,Gabes,High,Unemployed,iOS,4G
2184,62,Male,Nabeul,Medium,Professional,Android,3G
2185,35,Male,Sfax,Medium,Unemployed,iOS,3G
2186,57,Female,Kairouan,Medium,Professional,Android,3G
2187,38,Female,Tunis,Low,Professional,Android,3G
2188,32,Male,Kairouan,Low,Professional,Android,4G
2189,50,Male,Kairouan,High,Student,Android,4G
2190,52,Female,Kairouan,Medium,Professional,iOS,3G
2191,43,Male,Sousse,Low,Student,Android,4G
2192,25,Female,Tunis,Medium,Retired,Android,4G
2193,53,Male,Sousse,Medium,Professional,iOS,4G
2194,65,Female,Sfax,Low,Unemployed,iOS,4G
2195,47,Female,Sfax,Medium,Retired,Android,4G
2196,40,Female,Bizerte,Medium,Retired,iOS,4G
2197,59,Male,Bizerte,Low,Professional,iOS,5G
2198,61,Male,Nabeul,High,Student,iOS,3G
2199,31,Male,Sfax,Low,Retired,iOS,5G
2200,31,Male,Sfax,Medium,Professional,Android,4G
2201,19,Female,Sousse,Low,Retired,Android,4G
2202,54,Female,Nabeul,Medium,Retired,iOS,4G
2203,22,Female,Sfax,Low,Professional,iOS,4G
2204,55,Male,Monastir,Low,Unemployed,Android,4G
2205,62,Male,Tunis,High,Unemployed,Android,4G
2206,58,Male,Sousse,Low,Unemployed,iOS,4G
2207,64,Female,Sfax,Medium,Retired,Android,4G
2208,31,Male,Sousse,Medium,Student,Android,3G
2209,56,Male,Sousse,High,Student,Android,5G
2210,42,Female,Gabes,Medium,Retired,Android,5G
2211,37,Female,Nabeul,Low,Retired,Android,4G
2212,19,Male,Bizerte,Low,Professional,Android,4G
2213,56,Female,Nabeul,High,Student,Android,4G
2214,23,Male,Sousse,High,Retired,Feature Phone,4G
2215,34,Female,Nabeul,Low,Unemployed,Feature Phone,4G
2216,42,Female,Kairouan,Medium,Student,Feature Phone,4G
2217,45,Female,Monastir,Medium,Retired,iOS,3G
2218,19,Male,Monastir,High,Professional,iOS,5G
2219,52,Male,Sousse,High,Professional,Android,5G
2220,54,Male,Kairouan,High,Student,Android,4G
2221,22,Female,Monastir,High,Unemployed,Android,4G
2222,18,Female,Gabes,High,Student,Android,4G
2223,57,Female,Sfax,Low,Retired,Android,4G
2224,29,Female,Sousse,High,Unemployed,Feature Phone,5G
2225,53,Male,Gabes,Medium,Retired,Android,5G
2226,62,Male,Nabeul,High,Unemployed,Android,4G
2227,40,Male,Tunis,Medium,Unemployed,iOS,4G
2228,64,Female,Nabeul,Low,Retired,Android,4G
2229,48,Female,Gabes,Medium,Student,Feature Phone,4G
2230,28,Male,Bizerte,Medium,Professional,Android,4G
2231,27,Female,Bizerte,Low,Unemployed,Android,3G
2232,20,Male,Sfax,Low,Unemployed,Feature Phone,4G
2233,31,Female,Nabeul,Medium,Professional,iOS,5G
2234,33,Female,Kairouan,Low,Student,Android,5G
2235,27,Male,Sfax,Low,Professional,Android,4G
2236,46,Male,Monastir,Low,Student,iOS,4G
2237,27,Female,Kairouan,High,Unemployed,Android,4G
2238,29,Male,Kairouan,Medium,Unemployed,iOS,5G
2239,47,Male,Kairouan,Low,Retired,Feature Phone,4G
2240,58,Female,Kairouan,Medium,Student,Android,4G
2241,18,Female,Bizerte,Medium,Professional,iOS,5G
2242,22,Female,Nabeul,Low,Student,iOS,5G
2243,37,Male,Monastir,Low,Student,Android,5G
2244,25,Female,Bizerte,Medium,Student,Feature Phone,5G
2245,60,Female,Sousse,Medium,Student,iOS,4G
2246,29,Female,Monastir,Medium,Professional,Android,5G
2247,18,Female,Bizerte,Medium,Retired,iOS,4G
2248,37,Female,Sfax,Low,Unemployed,Android,3G
2249,45,Male,Bizerte,High,Professional,Android,4G
2250,60,Female,Monastir,Low,Professional,iOS,4G
2251,54,Female,Monastir,Medium,Unemployed,Android,4G
2252,64,Male,Sfax,Low,Retired,iOS,5G
2253,54,Female,Tunis,Low,Professional,Android,3G
2254,29,Female,Nabeul,Medium,Unemployed,Android,5G
2255,54,Male,Monastir,Low,Retired,iOS,3G
2256,66,Female,Bizerte,Medium,Retired,Feature Phone,4G
2257,66,Male,Sfax,Low,Student,iOS,4G
2258,61,Female,Kairouan,Medium,Professional,iOS,4G
2259,45,Male,Nabeul,Medium,Retired,Android,4G
2260,64,Male,Monastir,Low,Professional,iOS,5G
2261,32,Female,Nabeul,High,Unemployed,Android,4G
2262,23,Male,Nabeul,Low,Professional,Android,4G
2263,61,Male,Gabes,Low,Retired,Android,3G
2264,37,Female,Nabeul,Medium,Unemployed,iOS,4G
2265,67,Female,Kairouan,Medium,Unemployed,Android,5G
2266,31,Male,Sousse,Medium,Student,Android,4G
2267,19,Female,Nabeul,Low,Unemployed,Android,3G
2268,26,Male,Monastir,High,Retired,Android,4G
2269,54,Male,Sfax,Medium,Student,iOS,5G
2270,37,Female,Kairouan,Low,Retired,Android,4G
2271,43,Female,Bizerte,Low,Retired,Android,4G
2272,46,Male,Bizerte,High,Student,Android,4G
2273,18,Female,Monastir,Medium,Student,Android,5G
2274,52,Female,Tunis,Low,Professional,Android,3G
2275,23,Male,Gabes,Low,Retired,Android,3G
2276,54,Male,Monastir,Low,Professional,Android,3G
2277,22,Male,Sfax,Medium,Unemployed,Android,3G
2278,50,Male,Kairouan,High,Unemployed,iOS,4G
2279,66,Male,Gabes,Medium,Professional,Feature Phone,4G
2280,68,Male,Tunis,Medium,Student,Android,4G
2281,31,Female,Monastir,High,Unemployed,Android,4G
2282,29,Male,Sousse,Medium,Student,iOS,4G
2283,59,Female,Gabes,Medium,Professional,Android,5G
2284,37,Female,Tunis,Low,Student,Android,3G
2285,67,Male,Monastir,Medium,Retired,Android,4G
2286,41,Female,Nabeul,Medium,Unemployed,Feature Phone,4G
2287,60,Male,Monastir,Low,Student,iOS,4G
2288,51,Female,Sfax,High,Student,Android,4G
2289,42,Male,Monastir,High,Retired,Android,5G
2290,67,Male,Sousse,Medium,Student,Android,4G
2291,46,Male,Monastir,Medium,Professional,Android,5G
2292,56,Male,Bizerte,Medium,Professional,Android,4G
2293,48,Female,Tunis,Low,Professional,iOS,3G
2294,64,Female,Nabeul,Low,Unemployed,Android,4G
2295,60,Female,Bizerte,Medium,Student,Android,4G
2296,67,Female,Monastir,Medium,Unemployed,Android,5G
2297,40,Female,Sousse,High,Unemployed,Android,4G
2298,61,Male,Tunis,Low,Student,Feature Phone,4G
2299,55,Male,Tunis,Medium,Student,Android,5G
2300,37,Male,Monastir,Medium,Professional,Android,3G
2301,40,Male,Sousse,Medium,Unemployed,Android,4G
2302,62,Male,Sfax,High,Unemployed,Android,3G
2303,69,Female,Nabeul,High,Student,Feature Phone,3G
2304,33,Male,Tunis,Low,Unemployed,Android,4G
2305,67,Male,Nabeul,Low,Retired,Android,4G
2306,59,Female,Sousse,Low,Student,Android,3G
2307,25,Female,Gabes,Medium,Professional,iOS,4G
2308,67,Male,Bizerte,Low,Retired,iOS,3G
2309,38,Male,Tunis,Medium,Retired,iOS,4G
2310,18,Female,Gabes,Medium,Professional,Android,4G
2311,25,Male,Tunis,Medium,Retired,Feature Phone,4G
2312,46,Male,Sfax,Medium,Retired,Android,5G
2313,49,Male,Monastir,Medium,Retired,Android,3G
2314,55,Female,Sousse,Medium,Unemployed,iOS,3G
2315,22,Male,Tunis,Low,Retired,Android,5G
2316,64,Male,Sousse,Medium,Retired,Android,4G
2317,39,Female,Kairouan,Medium,Student,Android,4G
2318,64,Female,Tunis,Medium,Professional,Android,3G
2319,51,Female,Sfax,High,Unemployed,Android,5G
2320,18,Male,Sfax,High,Unemployed,iOS,5G
2321,43,Female,Monastir,High,Professional,Android,3G
2322,60,Male,Monastir,Low,Unemployed,iOS,4G
2323,27,Female,Gabes,Medium,Unemployed,iOS,5G
2324,47,Male,Sfax,Low,Unemployed,Android,4G
2325,67,Female,Sousse,Low,Student,Android,4G
2326,35,Male,Kairouan,Low,Student,iOS,4G
2327,34,Male,Nabeul,Low,Unemployed,iOS,3G
2328,43,Female,Sfax,Low,Professional,Android,4G
2329,25,Female,Tunis,Medium,Professional,Android,4G
2330,64,Male,Nabeul,High,Student,iOS,4G
2331,57,Female,Nabeul,Low,Student,Android,4G
2332,66,Male,Sfax,High,Retired,iOS,4G
2333,29,Female,Kairouan,Low,Student,Android,4G
2334,44,Female,Sousse,Low,Unemployed,iOS,4G
2335,25,Male,Tunis,Medium,Student,Android,5G
2336,42,Female,Gabes,Medium,Retired,iOS,3G
2337,63,Female,Gabes,Low,Retired,Feature Phone,4G
2338,21,Male,Gabes,Low,Professional,Android,4G
2339,50,Male,Monastir,Medium,Professional,iOS,4G
2340,18,Female,Tunis,Low,Unemployed,Android,3G
2341,36,Male,Nabeul,Medium,Student,Android,4G
2342,48,Female,Gabes,Medium,Retired,Feature Phone,5G
2343,33,Female,Monastir,Low,Retired,Android,4G
2344,31,Male,Sfax,High,Professional,Android,4G
2345,65,Male,Nabeul,Low,Professional,Android,3G
2346,22,Male,Tunis,Medium,Student,Android,5G
2347,58,Male,Tunis,Medium,Retired,iOS,4G
2348,43,Male,Tunis,High,Professional,Android,4G
2349,45,Male,Bizerte,Medium,Student,Android,5G
2350,19,Female,Monastir,Medium,Student,Android,3G
2351,67,Female,Nabeul,Low,Student,Android,4G
2352,23,Male,Sousse,Medium,Professional,Android,3G
2353,26,Female,Bizerte,Medium,Professional,iOS,3G
2354,50,Female,Bizerte,Medium,Professional,Android,4G
2355,58,Female,Bizerte,High,Unemployed,Android,3G
2356,42,Female,Sousse,Low,Unemployed,iOS,4G
2357,65,Male,Bizerte,High,Unemployed,Android,4G
2358,30,Female,Gabes,High,Professional,Android,4G
2359,26,Female,Tunis,Medium,Professional,iOS,3G
2360,30,Male,Nabeul,Medium,Unemployed,Android,4G
2361,48,Male,Nabeul,Low,Retired,Android,3G
2362,58,Male,Tunis,High,Retired,Android,5G
2363,28,Male,Monastir,Low,Retired,Android,4G
2364,21,Female,Sfax,Medium,Retired,Android,4G
2365,51,Male,Kairouan,Medium,Unemployed,Feature Phone,5G
2366,55,Female,Gabes,High,Student,Android,3G
2367,63,Female,Sousse,Medium,Student,iOS,4G
2368,21,Male,Kairouan,Medium,Retired,iOS,3G
2369,55,Male,Tunis,Low,Professional,iOS,4G
2370,36,Male,Bizerte,Low,Retired,Android,5G
2371,23,Male,Nabeul,Low,Retired,Android,3G
2372,51,Male,Monastir,High,Student,Android,5G
2373,35,Male,Monastir,Medium,Professional,iOS,4G
2374,30,Female,Sfax,Medium,Student,Android,3G
2375,58,Female,Sfax,Medium,Professional,iOS,5G
2376,40,Female,Tunis,Medium,Unemployed,Android,5G
2377,36,Female,Gabes,Low,Student,iOS,5G
2378,62,Male,Monastir,Low,Unemployed,Android,4G
2379,28,Male,Kairouan,Low,Unemployed,iOS,4G
2380,18,Female,Sfax,Medium,Retired,Android,4G
2381,41,Female,Nabeul,Low,Professional,iOS,4G
2382,24,Female,Nabeul,Medium,Student,Android,4G
2383,42,Male,Tunis,Medium,Retired,iOS,4G
2384,38,Male,Gabes,Medium,Student,iOS,4G
2385,32,Male,Tunis,Low,Unemployed,Android,4G
2386,18,Female,Tunis,Low,Student,Android,4G
2387,29,Female,Gabes,Low,Student,Android,5G
2388,24,Male,Gabes,Medium,Retired,Android,4G
2389,32,Male,Gabes,Low,Professional,iOS,4G
2390,38,Female,Nabeul,High,Student,Android,3G
2391,36,Female,Nabeul,Medium,Unemployed,Android,4G
2392,46,Male,Tunis,Low,Unemployed,iOS,4G
2393,42,Female,Sfax,Medium,Retired,Android,3G
2394,50,Male,Sousse,Medium,Unemployed,Feature Phone,3G
2395,66,Male,Sousse,Medium,Student,Android,4G
2396,49,Female,Tunis,Low,Professional,Android,4G
2397,66,Female,Tunis,Low,Student,Android,3G
2398,52,Female,Sfax,Low,Retired,Android,5G
2399,61,Male,Gabes,Low,Unemployed,Android,4G
2400,55,Female,Tunis,Medium,Student,Android,3G
2401,43,Female,Monastir,Medium,Student,Android,5G
2402,28,Male,Nabeul,High,Unemployed,Android,4G
2403,52,Male,Bizerte,Low,Professional,Android,4G
2404,25,Female,Gabes,Low,Professional,Android,5G
2405,63,Male,Monastir,Medium,Professional,iOS,3G
2406,31,Male,Nabeul,Low,Unemployed,Feature Phone,5G
2407,27,Male,Tunis,Low,Student,Feature Phone,5G
2408,19,Female,Bizerte,Medium,Retired,iOS,4G
2409,63,Female,Monastir,Low,Student,iOS,3G
2410,26,Male,Kairouan,Medium,Unemployed,Android,3G
2411,20,Male,Sfax,Low,Unemployed,Android,3G
2412,38,Male,Nabeul,Medium,Student,Android,5G
2413,43,Female,Bizerte,High,Unemployed,iOS,4G
2414,25,Male,Tunis,Low,Student,iOS,3G
2415,65,Male,Sousse,High,Student,Android,4G
2416,19,Female,Monastir,Medium,Professional,Android,4G
2417,23,Male,Tunis,High,Unemployed,iOS,4G
2418,45,Female,Sousse,Low,Unemployed,Android,3G
2419,46,Female,Sfax,Medium,Professional,Android,4G
2420,43,Female,Sfax,Medium,Professional,Android,3G
2421,42,Male,Gabes,Medium,Professional,Feature Phone,4G
2422,29,Male,Monastir,Medium,Retired,Android,3G
2423,22,Female,Gabes,Medium,Unemployed,Android,4G
2424,51,Male,Sousse,High,Student,Android,4G
2425,65,Female,Sousse,Low,Student,Android,3G
2426,54,Male,Sfax,Low,Student,Android,4G
2427,32,Female,Bizerte,Medium,Unemployed,Android,4G
2428,61,Female,Sousse,Medium,Retired,Android,4G
2429,53,Male,Sousse,Medium,Unemployed,Android,4G
2430,32,Male,Monastir,Medium,Unemployed,Android,4G
2431,60,Male,Bizerte,High,Unemployed,Android,4G
2432,65,Male,Gabes,Medium,Unemployed,iOS,4G
2433,40,Female,Gabes,Low,Unemployed,Android,5G
2434,23,Female,Sousse,Low,Retired,Android,4G
2435,63,Male,Monastir,High,Professional,iOS,3G
2436,67,Male,Gabes,Medium,Student,Android,5G
2437,61,Female,Gabes,High,Unemployed,Android,4G
2438,60,Male,Kairouan,Low,Unemployed,Android,5G
2439,62,Male,Monastir,Medium,Unemployed,iOS,3G
2440,38,Male,Gabes,Medium,Student,iOS,4G
2441,40,Male,Sfax,Low,Retired,Android,4G
2442,60,Female,Tunis,Medium,Student,iOS,4G
2443,33,Female,Sousse,Medium,Retired,Android,5G
2444,64,Male,Nabeul,Medium,Professional,Feature Phone,4G
2445,32,Female,Sousse,High,Unemployed,Android,4G
2446,42,Male,Sfax,High,Retired,iOS,4G
2447,53,Male,Nabeul,High,Student,Android,4G
2448,28,Male,Tunis,High,Retired,Android,4G
2449,68,Female,Tunis,Medium,Retired,Android,3G
2450,32,Female,Sfax,Low,Professional,iOS,4G
2451,21,Female,Bizerte,High,Unemployed,iOS,3G
2452,38,Female,Bizerte,Medium,Unemployed,Android,4G
2453,30,Female,Tunis,Low,Student,iOS,4G
2454,39,Male,Bizerte,Medium,Student,iOS,4G
2455,36,Male,Bizerte,Low,Professional,iOS,4G
2456,51,Female,Bizerte,Medium,Retired,Android,4G
2457,31,Female,Tunis,Low,Retired,Android,4G
2458,21,Female,Nabeul,Low,Student,Android,5G
2459,65,Male,Bizerte,High,Unemployed,Android,3G
2460,69,Female,Nabeul,Medium,Retired,iOS,5G
2461,63,Male,Sousse,Medium,Professional,iOS,4G
2462,44,Male,Kairouan,Medium,Student,iOS,3G
2463,46,Female,Tunis,High,Retired,Android,4G
2464,64,Male,Sfax,Medium,Unemployed,iOS,3G
2465,45,Male,Bizerte,Medium,Unemployed,Android,3G
2466,52,Female,Gabes,High,Professional,Feature Phone,4G
2467,25,Male,Tunis,Low,Professional,Android,4G
2468,33,Female,Monastir,High,Student,iOS,3G
2469,59,Male,Sfax,Medium,Student,iOS,4G
2470,53,Female,Kairouan,Medium,Unemployed,Feature Phone,5G
2471,47,Female,Sousse,Low,Unemployed,Android,4G
2472,35,Male,Nabeul,Medium,Retired,Android,4G
